Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue
SRR17216163,RNA-Seq,300,21221508600,PRJNA788430,SAMN23970694,6751092622,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13396150,GSM5730794,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:48:00Z,1,GSM5730794,Skin,SRP350516,Skin
SRR17216164,RNA-Seq,300,21370772400,PRJNA788430,SAMN23970695,6817841086,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX13396151,GSM5730795,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:19:00Z,1,GSM5730795,Brain,SRP350516,Brain
SRR17216165,RNA-Seq,300,31186780800,PRJNA788430,SAMN23970752,9880000874,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX13396152,GSM5730796,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:43:00Z,1,GSM5730796,Heart,SRP350516,Heart
SRR17216166,RNA-Seq,300,20609266800,PRJNA788430,SAMN23970753,6503545622,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX13396245,GSM5730797,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:57:00Z,1,GSM5730797,Liver,SRP350516,Liver
SRR17216167,RNA-Seq,300,20143929600,PRJNA788430,SAMN23970754,6353720374,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX13396246,GSM5730798,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:16:00Z,1,GSM5730798,Lung,SRP350516,Lung
SRR17216168,RNA-Seq,300,22362885600,PRJNA788430,SAMN23970755,7084255316,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13396247,GSM5730799,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:57:00Z,1,GSM5730799,Skin,SRP350516,Skin
SRR17216169,RNA-Seq,300,24756540900,PRJNA788430,SAMN23970756,7851355820,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX13396248,GSM5730800,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:02:00Z,1,GSM5730800,Brain,SRP350516,Brain
SRR17216170,RNA-Seq,300,28440550800,PRJNA788430,SAMN23970696,8983795430,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13396249,GSM5730801,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2022-03-22T00:08:00Z,1,GSM5730801,Kidney,SRP350516,Kidney
SRR17216171,RNA-Seq,300,28451232000,PRJNA788430,SAMN23970697,8945444767,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13396250,GSM5730802,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T15:04:00Z,1,GSM5730802,Heart,SRP350516,Heart
SRR17216172,RNA-Seq,300,23707884900,PRJNA788430,SAMN23970698,7453463826,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX13396251,GSM5730803,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:17:00Z,1,GSM5730803,Kidney,SRP350516,Kidney
SRR17216173,RNA-Seq,300,20826227400,PRJNA788430,SAMN23970699,6522685757,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13396252,GSM5730804,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:15:00Z,1,GSM5730804,Liver,SRP350516,Liver
SRR17216174,RNA-Seq,300,24677102700,PRJNA788430,SAMN23970700,7830105047,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX13396253,GSM5730805,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:25:00Z,1,GSM5730805,Skin,SRP350516,Skin
SRR17216175,RNA-Seq,300,23820665100,PRJNA788430,SAMN23970701,7595276919,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX13396254,GSM5730806,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:23:00Z,1,GSM5730806,Brain,SRP350516,Brain
SRR17216176,RNA-Seq,300,22208661900,PRJNA788430,SAMN23970702,7132688669,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX13396256,GSM5730807,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:13:00Z,1,GSM5730807,Heart,SRP350516,Heart
SRR17216177,RNA-Seq,300,27438575100,PRJNA788430,SAMN23970703,8637808253,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13396257,GSM5730808,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:06:00Z,1,GSM5730808,Kidney,SRP350516,Kidney
SRR17216178,RNA-Seq,300,27953410200,PRJNA788430,SAMN23970704,8795727498,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13396258,GSM5730809,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:17:00Z,1,GSM5730809,Lung,SRP350516,Lung
SRR17216179,RNA-Seq,300,22323945300,PRJNA788430,SAMN23970705,7057048708,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13396259,GSM5730810,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:43:00Z,1,GSM5730810,Brain,SRP350516,Brain
SRR17216180,RNA-Seq,300,23159255700,PRJNA788430,SAMN23970706,7320238692,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13396260,GSM5730811,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:02:00Z,1,GSM5730811,Kidney,SRP350516,Kidney
SRR17216181,RNA-Seq,300,22701490800,PRJNA788430,SAMN23970707,7239527298,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX13396261,GSM5730812,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:10:00Z,1,GSM5730812,Lung,SRP350516,Lung
SRR17216182,RNA-Seq,300,22192639200,PRJNA788430,SAMN23970708,6966996787,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13396025,GSM5730813,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:55:00Z,1,GSM5730813,Liver,SRP350516,Liver
SRR17216183,RNA-Seq,300,22628889000,PRJNA788430,SAMN23970709,7105921116,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX13396026,GSM5730814,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:59:00Z,1,GSM5730814,Liver,SRP350516,Liver
SRR17216184,RNA-Seq,300,25260675900,PRJNA788430,SAMN23970710,8062453634,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX13396027,GSM5730815,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:09:00Z,1,GSM5730815,Heart,SRP350516,Heart
SRR17216185,RNA-Seq,300,20808453600,PRJNA788430,SAMN23970711,6609415308,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13396028,GSM5730816,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:48:00Z,1,GSM5730816,Kidney,SRP350516,Kidney
SRR17216186,RNA-Seq,300,20693769900,PRJNA788430,SAMN23970712,6618173518,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13396029,GSM5730817,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:14:00Z,1,GSM5730817,Liver,SRP350516,Liver
SRR17216187,RNA-Seq,300,20833175400,PRJNA788430,SAMN23970713,6675005821,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13396030,GSM5730818,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:10:00Z,1,GSM5730818,Skin,SRP350516,Skin
SRR17216188,RNA-Seq,300,21402653100,PRJNA788430,SAMN23970714,6763639246,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX13396031,GSM5730819,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:03:00Z,1,GSM5730819,Brain,SRP350516,Brain
SRR17216189,RNA-Seq,300,19667087100,PRJNA788430,SAMN23970715,6225866153,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13396032,GSM5730820,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:56:00Z,1,GSM5730820,Liver,SRP350516,Liver
SRR17216190,RNA-Seq,300,19581050100,PRJNA788430,SAMN23970716,6422938038,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13396033,GSM5730821,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:48:00Z,1,GSM5730821,Lung,SRP350516,Lung
SRR17216191,RNA-Seq,300,22762610700,PRJNA788430,SAMN23970717,7172142941,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX13396034,GSM5730822,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:17:00Z,1,GSM5730822,Skin,SRP350516,Skin
SRR17216192,RNA-Seq,300,21157064400,PRJNA788430,SAMN23970718,6699242700,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX13396035,GSM5730823,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:47:00Z,1,GSM5730823,Brain,SRP350516,Brain
SRR17216193,RNA-Seq,300,24956612700,PRJNA788430,SAMN23970719,7854473768,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX13396036,GSM5730824,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:55:00Z,1,GSM5730824,Liver,SRP350516,Liver
SRR17216194,RNA-Seq,300,24516312900,PRJNA788430,SAMN23970734,7772708631,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX13396037,GSM5730825,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:59:00Z,1,GSM5730825,Lung,SRP350516,Lung
SRR17216195,RNA-Seq,300,24089349000,PRJNA788430,SAMN23970735,7598045321,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13396038,GSM5730826,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:10:00Z,1,GSM5730826,Skin,SRP350516,Skin
SRR17216196,RNA-Seq,300,22098085200,PRJNA788430,SAMN23970736,6951918436,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX13396039,GSM5730827,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:48:00Z,1,GSM5730827,Skin,SRP350516,Skin
SRR17216197,RNA-Seq,300,23878207500,PRJNA788430,SAMN23970737,7559127035,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX13396040,GSM5730828,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:38:00Z,1,GSM5730828,Brain,SRP350516,Brain
SRR17216198,RNA-Seq,300,23102194800,PRJNA788430,SAMN23970758,7304230512,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13396299,GSM5730829,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:09:00Z,1,GSM5730829,Kidney,SRP350516,Kidney
SRR17216199,RNA-Seq,300,24542862300,PRJNA788430,SAMN23970759,7801060314,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX13396300,GSM5730830,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:25:00Z,1,GSM5730830,Liver,SRP350516,Liver
SRR17216200,RNA-Seq,300,21277630200,PRJNA788430,SAMN23970760,6692566629,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13396301,GSM5730831,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:48:00Z,1,GSM5730831,Lung,SRP350516,Lung
SRR17216201,RNA-Seq,300,19939338900,PRJNA788430,SAMN23970761,6316155820,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13396303,GSM5730832,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cuniculus paca,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:14:00Z,1,GSM5730832,Skin,SRP350516,Skin
SRR17216202,RNA-Seq,300,20450324100,PRJNA788430,SAMN23970762,6526852779,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13396304,GSM5730833,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:20:00Z,1,GSM5730833,Heart,SRP350516,Heart
SRR17216203,RNA-Seq,300,19573391100,PRJNA788430,SAMN23970763,6234481737,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13396305,GSM5730834,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:02:00Z,1,GSM5730834,Kidney,SRP350516,Kidney
SRR17216204,RNA-Seq,300,22848094500,PRJNA788430,SAMN23970764,7247023156,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX13396306,GSM5730835,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:03:00Z,1,GSM5730835,Liver,SRP350516,Liver
SRR17216205,RNA-Seq,300,20902907400,PRJNA788430,SAMN23970765,6750272219,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13396307,GSM5730836,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:53:00Z,1,GSM5730836,Lung,SRP350516,Lung
SRR17216206,RNA-Seq,300,21604306500,PRJNA788430,SAMN23970766,6909903132,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13396308,GSM5730837,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:34:00Z,1,GSM5730837,Heart,SRP350516,Heart
SRR17216207,RNA-Seq,300,22925443500,PRJNA788430,SAMN23970767,7297085109,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX13396309,GSM5730838,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:53:00Z,1,GSM5730838,Kidney,SRP350516,Kidney
SRR17216208,RNA-Seq,300,20073315300,PRJNA788430,SAMN23970768,6343407842,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13396310,GSM5730839,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:47:00Z,1,GSM5730839,Liver,SRP350516,Liver
SRR17216209,RNA-Seq,300,22685459400,PRJNA788430,SAMN23970769,7171182913,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX13396311,GSM5730840,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:11:00Z,1,GSM5730840,Lung,SRP350516,Lung
SRR17216210,RNA-Seq,300,24027160200,PRJNA788430,SAMN23970770,7621915534,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13396312,GSM5730841,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:39:00Z,1,GSM5730841,Brain,SRP350516,Brain
SRR17216211,RNA-Seq,300,19687698900,PRJNA788430,SAMN23970771,6215575588,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13396313,GSM5730842,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:45:00Z,1,GSM5730842,Heart,SRP350516,Heart
SRR17216212,RNA-Seq,300,22795856100,PRJNA788430,SAMN23970772,7319395262,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX13396314,GSM5730843,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:32:00Z,1,GSM5730843,Kidney,SRP350516,Kidney
SRR17216213,RNA-Seq,300,23114488500,PRJNA788430,SAMN23970773,7310950201,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13396315,GSM5730844,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:05:00Z,1,GSM5730844,Liver,SRP350516,Liver
SRR17216214,RNA-Seq,300,18954550800,PRJNA788430,SAMN23970774,5977580075,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX13396153,GSM5730845,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:01:00Z,1,GSM5730845,Lung,SRP350516,Lung
SRR17216215,RNA-Seq,300,24920586000,PRJNA788430,SAMN23970775,7810531613,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13396154,GSM5730846,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:06:00Z,1,GSM5730846,Brain,SRP350516,Brain
SRR17216216,RNA-Seq,300,21810413100,PRJNA788430,SAMN23970776,6887715728,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13396155,GSM5730847,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:11:00Z,1,GSM5730847,Heart,SRP350516,Heart
SRR17216217,RNA-Seq,300,24110026800,PRJNA788430,SAMN23970777,7631278589,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13396156,GSM5730848,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:10:00Z,1,GSM5730848,Kidney,SRP350516,Kidney
SRR17216218,RNA-Seq,300,22307869800,PRJNA788430,SAMN23970778,7025547798,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX13396157,GSM5730849,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:04:00Z,1,GSM5730849,Liver,SRP350516,Liver
SRR17216219,RNA-Seq,300,21630051900,PRJNA788430,SAMN23970839,6904174487,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX13396158,GSM5730850,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:07:00Z,1,GSM5730850,Lung,SRP350516,Lung
SRR17216220,RNA-Seq,300,21350829900,PRJNA788430,SAMN23970840,6749457356,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13396159,GSM5730851,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Rattus rattus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:27:00Z,1,GSM5730851,Skin,SRP350516,Skin
SRR17216221,RNA-Seq,300,24458411400,PRJNA788430,SAMN23970841,7839954227,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX13396160,GSM5730852,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:25:00Z,1,GSM5730852,Brain,SRP350516,Brain
SRR17216222,RNA-Seq,300,20952759600,PRJNA788430,SAMN23970842,6606425772,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX13396161,GSM5730853,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2022-03-22T01:25:00Z,1,GSM5730853,Heart,SRP350516,Heart
SRR17216223,RNA-Seq,300,25305778500,PRJNA788430,SAMN23970843,8036619606,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX13396162,GSM5730854,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:28:00Z,1,GSM5730854,Kidney,SRP350516,Kidney
SRR17216224,RNA-Seq,300,21936549600,PRJNA788430,SAMN23970844,6869275402,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13396163,GSM5730855,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:14:00Z,1,GSM5730855,Liver,SRP350516,Liver
SRR17216225,RNA-Seq,300,22739088600,PRJNA788430,SAMN23970845,7208112706,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX13396164,GSM5730856,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:14:00Z,1,GSM5730856,Lung,SRP350516,Lung
SRR17216226,RNA-Seq,300,27099259800,PRJNA788430,SAMN23970846,8632076722,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX13396165,GSM5730857,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:23:00Z,1,GSM5730857,Heart,SRP350516,Heart
SRR17216227,RNA-Seq,300,22319727900,PRJNA788430,SAMN23970847,7068776113,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX13396166,GSM5730858,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:36:00Z,1,GSM5730858,Kidney,SRP350516,Kidney
